#X 	Y 	poch 	SPLINE
30.46	6.62172	312.123	6.08658
30.47	6.08658	342.287	5.58552
30.48	5.58552	363.437	5.12063
30.49	5.12063	374.066	4.693
30.5	4.693	375.799	4.30284
30.51	4.30284	370.855	3.94968
30.52	3.94968	360.646	3.63252
30.53	3.63252	346.462	3.34995
30.54	3.34995	328.826	3.10032
30.55	3.10032	311.865	2.88177
30.56	2.88177	291.454	2.69239
30.57	2.69239	272.457	2.53025
30.58	2.53025	253.047	2.39344
30.59	2.39344	235.076	2.28015
30.6	2.28015	217.784	2.18867
30.61	2.18867	202.33	2.11744
30.62	2.11744	187.844	2.06504
30.63	2.06504	175.55	2.0302
30.64	2.0302	164.197	2.01182
30.65	2.01182	155.228	2.00898
30.66	2.00898	147.242	2.0209
30.67	2.0209	141.363	2.04698
30.68	2.04698	136.862	2.08677
30.69	2.08677	133.767	2.13997
30.7	2.13997	132.626	2.20643
30.71	2.20643	132.124	2.28615
30.72	2.28615	133.766	2.37926
30.73	2.37926	136.178	2.48602
30.74	2.48602	140.479	2.60684
30.75	2.60684	145.452	2.74223
30.76	2.74223	151.886	2.89283
30.77	2.89283	159.555	3.0594
30.78	3.0594	168.062	3.24281
30.79	3.24281	178.536	3.44401
30.8	3.44401	187.556	3.66406
30.81	3.66406	199.996	3.9041
30.82	3.9041	211.787	4.16533
30.83	4.16533	224.208	4.44898
30.84	4.44898	236.517	4.75629
30.85	4.75629	249.272	5.08849
30.86	5.08849	259.723	5.4467
30.87	5.4467	272.366	5.83193
30.88	5.83193	276.504	6.24493
30.89	6.24493	283.466	6.68615
30.9	6.68615	282.794	7.15558
30.91	7.15558	277.86	7.65265
30.92	7.65265	264.081	8.17599
30.93	8.17599	241.968	8.72332
30.94	8.72332	207.361	9.29122
30.95	9.29122	162.72	9.87489
30.96	9.87489	94.7313	10.468
30.97	10.468	18.0839	11.0625
30.98	11.0625	-80.725	11.6487
30.99	11.6487	-196.698	12.215
31	12.215	-328.22	12.7482
31.01	12.7482	-473.362	13.234
31.02	13.234	-625.207	13.6572
31.03	13.6572	-776.783	14.0029
31.04	14.0029	-918.098	14.2571
31.05	14.2571	-1042.41	14.4076
31.06	14.4076	-1133.85	14.4454
31.07	14.4454	-1188.72	14.365
31.08	14.365	-1199.35	14.1654
31.09	14.1654	-1163.72	13.8502
31.1	13.8502	-1084.47	13.4272
31.11	13.4272	-964.941	12.9081
31.12	12.9081	-820.867	12.3075
31.13	12.3075	-648.111	11.642
31.14	11.642	-476.41	10.9289
31.15	10.9289	-301.534	10.1854
31.16	10.1854	-138.413	9.42784
31.17	9.42784	8.70657	8.67079
31.18	8.67079	134.714	7.92687
31.19	7.92687	240.243	7.20651
31.2	7.20651	317.854	6.51788
31.21	6.51788	384.349	5.86706
31.22	5.86706	421.353	5.25818
31.23	5.25818	446.507	4.6937
31.24	4.6937	456.482	4.17467
31.25	4.17467	454.482	3.70095
31.26	3.70095	444.024	3.27152
31.27	3.27152	426.718	2.88468
31.28	2.88468	404.397	2.53821
31.29	2.53821	377.768	2.2296
31.3	2.2296	352.716	1.95612
31.31	1.95612	322.812	1.71496
31.32	1.71496	295.143	1.50332
31.33	1.50332	267.737	1.31847
31.34	1.31847	241.235	1.15778
31.35	1.15778	216.857	1.01879
31.36	1.01879	193.273	0.89917
31.37	0.89917	172.201	0.79682
31.38	0.79682	153.003	0.70978
31.39	0.70978	135.608	0.63632
31.4	0.63632	119.33	0.57484
31.41	0.57484	105.84	0.52396
31.42	0.52396	93.2793	0.48244
31.43	0.48244	82.6182	0.4492
31.44	0.4492	73.0258	0.42329
31.45	0.42329	65.0586	0.40391
31.46	0.40391	58.3353	0.39037
31.47	0.39037	52.2408	0.38208
31.48	0.38208	47.6855	0.37857
31.49	0.37857	43.8054	0.37945
31.5	0.37945	40.4809	0.3844
31.51	0.3844	38.4608	0.3932
31.52	0.3932	36.6643	0.40568
31.53	0.40568	35.6715	0.42174
31.54	0.42174	35.4402	0.44134
31.55	0.44134	35.2031	0.46449
31.56	0.46449	36.5331	0.49128
31.57	0.49128	37.0542	0.5218
31.58	0.5218	39.0399	0.55623
31.59	0.55623	41.3774	0.5948
31.6	0.5948	43.8365	0.63777
31.61	0.63777	47.2652	0.68547
31.62	0.68547	50.8887	0.73826
31.63	0.73826	55.1999	0.79659
31.64	0.79659	60.1239	0.86094
31.65	0.86094	65.4887	0.93186
31.66	0.93186	72.1056	1.00999
31.67	1.00999	78.6628	1.09601
31.68	1.09601	86.6242	1.1907
31.69	1.1907	95.0221	1.29492
31.7	1.29492	105.051	1.40962
31.71	1.40962	114.93	1.53587
31.72	1.53587	126.94	1.67483
31.73	1.67483	139.882	1.82779
31.74	1.82779	153.497	1.99614
31.75	1.99614	169.484	2.18145
31.76	2.18145	186.114	2.3854
31.77	2.3854	204.425	2.60982
31.78	2.60982	224.311	2.85672
31.79	2.85672	247.085	3.12824
31.8	3.12824	267.739	3.42667
31.81	3.42667	293.518	3.75444
31.82	3.75444	318.511	4.11409
31.83	4.11409	345.143	4.50825
31.84	4.50825	371.445	4.93955
31.85	4.93955	397.341	5.41055
31.86	5.41055	421.113	5.92366
31.87	5.92366	444.659	6.48092
31.88	6.48092	455.784	7.08385
31.89	7.08385	466.163	7.73315
31.9	7.73315	461.638	8.42837
31.91	8.42837	442.38	9.16749
31.92	9.16749	402.664	9.94646
31.93	9.94646	337.869	10.7587
31.94	10.7587	240.187	11.5944
31.95	11.5944	111.346	12.4402
31.96	12.4402	-68.722	13.2788
31.97	13.2788	-279.34	14.0888
31.98	14.0888	-533.999	14.8448
31.99	14.8448	-818.557	15.5188
32	15.5188	-1115.14	16.0811
32.01	16.0811	-1417.36	16.5025
32.02	16.5025	-1673.07	16.7573
32.03	16.7573	-1883.69	16.8253
32.04	16.8253	-2005.57	16.6944
32.05	16.6944	-2025.83	16.3624
32.06	16.3624	-1951.35	15.8373
32.07	15.8373	-1762.15	15.1368
32.08	15.1368	-1514.99	14.2861
32.09	14.2861	-1200.55	13.316
32.1	13.316	-854.027	12.2595
32.11	12.2595	-541.695	11.1496
32.12	11.1496	-209.433	10.0168
32.13	10.0168	35.2425	8.88807
32.14	8.88807	282.02	7.7855
32.15	7.7855	433.482	6.72643
32.16	6.72643	569.249	5.72349
32.17	5.72349	658.477	4.78504
32.18	4.78504	688.221	3.91585
32.19	3.91585	723.397	3.11769
32.2	3.11769	698.883	2.39
32.21	2.39	691.601	1.73047
32.22	1.73047	640.001	1.13551
32.23	1.13551	608.059	0.60066
32.24	0.60066	547.145	0.12095
32.25	0.12095	499.972	-0.30885
32.26	-0.30885	448.576	-0.69408
32.27	-0.69408	389.15	-1.03998
32.28	-1.03998	346.125	-1.35161
32.29	-1.35161	290.008	-1.63383
32.3	-1.63383	251.542	-1.89117
32.31	-1.89117	202.743	-2.12789
32.32	-2.12789	168.96	-2.34792
32.33	-2.34792	128.028	-2.5549
32.34	-2.5549	96.9836	-2.75215
32.35	-2.75215	68.0257	-2.94272
32.36	-2.94272	36.1597	-3.12942
32.37	-3.12942	15.1837	-3.31479
32.38	-3.31479	-12.8231	-3.50119
32.39	-3.50119	-29.9495	-3.69076
32.4	-3.69076	-53.2609	-3.88547
32.41	-3.88547	-69.8019	-4.08713
32.42	-4.08713	-84.6799	-4.29741
32.43	-4.29741	-103.921	-4.51783
32.44	-4.51783	-112.937	-4.74978
32.45	-4.74978	-130.94	-4.99452
32.46	-4.99452	-136.11	-5.25315
32.47	-5.25315	-152.205	-5.52665
32.48	-5.52665	-153.332	-5.81577
32.49	-5.81577	-165.197	-6.12111
32.5	-6.12111	-165.817	-6.44298
32.51	-6.44298	-163.67	-6.78144
32.52	-6.78144	-167.308	-7.13619
32.53	-7.13619	-152.395	-7.50652
32.54	-7.50652	-149.557	-7.89127
32.55	-7.89127	-123.201	-8.2887
32.56	-8.2887	-109.435	-8.69649
32.57	-8.69649	-69.8507	-9.11159
32.58	-9.11159	-40.3341	-9.53023
32.59	-9.53023	9.32592	-9.94782
32.6	-9.94782	65.994	-10.359
32.61	-10.359	120.722	-10.7576
32.62	-10.7576	197.268	-11.1368
32.63	-11.1368	263.635	-11.4891
32.64	-11.4891	348.985	-11.8069
32.65	-11.8069	421.579	-12.0823
32.66	-12.0823	500.586	-12.3079
32.67	-12.3079	571.658	-12.4765
32.68	-12.4765	628.196	-12.5824
32.69	-12.5824	675.995	-12.6211
32.7	-12.6211	703.722	-12.5898
32.71	-12.5898	711.805	-12.4875
32.72	-12.4875	702.532	-12.3155
32.73	-12.3155	666.624	-12.0769
32.74	-12.0769	619.693	-11.7767
32.75	-11.7767	551.241	-11.4218
32.76	-11.4218	467.367	-11.0199
32.77	-11.0199	386.981	-10.5798
32.78	-10.5798	284.967	-10.1107
32.79	-10.1107	202.718	-9.62186
32.8	-9.62186	102.474	-9.12208
32.81	-9.12208	30.6199	-8.61966
32.82	-8.61966	-55.1365	-8.12206
32.83	-8.12206	-110.612	-7.63577
32.84	-7.63577	-169.781	-7.16627
32.85	-7.16627	-217.997	-6.71802
32.86	-6.71802	-243.675	-6.29446
32.87	-6.29446	-278.651	-5.89816
32.88	-5.89816	-286.64	-5.53084
32.89	-5.53084	-304.764	-5.19352
32.9	-5.19352	-302.296	-4.88663
32.91	-4.88663	-304.389	-4.61009
32.92	-4.61009	-301.745	-4.36346
32.93	-4.36346	-289.171	-4.14597
32.94	-4.14597	-284.546	-3.95668
32.95	-3.95668	-269.25	-3.7945
32.96	-3.7945	-260.943	-3.65825
32.97	-3.65825	-246.121	-3.54675
32.98	-3.54675	-236.665	-3.45882
32.99	-3.45882	-223.643	-3.39335
33	-3.39335	-214.527	-3.34931
33.01	-3.34931	-204.495	-3.32574
33.02	-3.32574	-196.421	-3.32183
33.03	-3.32183	-189.034	-3.33686
33.04	-3.33686	-183.665	-3.37025
33.05	-3.37025	-178.417	-3.42155
33.06	-3.42155	-176.25	-3.49044
33.07	-3.49044	-173.299	-3.57674
33.08	-3.57674	-173.349	-3.68035
33.09	-3.68035	-174.027	-3.80134
33.1	-3.80134	-173.693	-3.93985
33.11	-3.93985	-179.378	-4.09614
33.12	-4.09614	-178.908	-4.27053
33.13	-4.27053	-187.183	-4.46344
33.14	-4.46344	-187.678	-4.67533
33.15	-4.67533	-196.249	-4.90668
33.16	-4.90668	-199.931	-5.15799
33.17	-5.15799	-202.023	-5.42972
33.18	-5.42972	-211.137	-5.72225
33.19	-5.72225	-207.837	-6.03587
33.2	-6.03587	-215.921	-6.37068
33.21	-6.37068	-207.222	-6.72655
33.22	-6.72655	-210.857	-7.10303
33.23	-7.10303	-194.262	-7.49927
33.24	-7.49927	-188.782	-7.91395
33.25	-7.91395	-166.25	-8.34512
33.26	-8.34512	-135.978	-8.79014
33.27	-8.79014	-110.738	-9.24559
33.28	-9.24559	-57.1502	-9.70712
33.29	-9.70712	-14.9499	-10.1694
33.3	-10.1694	58.9665	-10.6262
33.31	-10.6262	121.382	-11.0702
33.32	-11.0702	213.205	-11.4932
33.33	-11.4932	294.421	-11.8863
33.34	-11.8863	393.127	-12.2402
33.35	-12.2402	490.659	-12.5452
33.36	-12.5452	578.378	-12.7923
33.37	-12.7923	668.216	-12.973
33.38	-12.973	736.213	-13.0802
33.39	-13.0802	792.296	-13.1087
33.4	-13.1087	822.674	-13.0552
33.41	-13.0552	830.538	-12.9193
33.42	-12.9193	808.008	-12.7027
33.43	-12.7027	767.972	-12.4101
33.44	-12.4101	692.866	-12.048
33.45	-12.048	614.556	-11.6252
33.46	-11.6252	503.891	-11.1517
33.47	-11.1517	405.14	-10.6382
33.48	-10.6382	282.457	-10.0959
33.49	-10.0959	182.173	-9.53566
33.5	-9.53566	74.7202	-8.96785
33.51	-8.96785	-24.2812	-8.40179
33.52	-8.40179	-95.5328	-7.84567
33.53	-7.84567	-177.186	-7.30644
33.54	-7.30644	-221.535	-6.78975
33.55	-6.78975	-276.983	-6.29999
33.56	-6.29999	-297.752	-5.84037
33.57	-5.84037	-329.466	-5.41307
33.58	-5.41307	-333.639	-5.01936
33.59	-5.01936	-341.883	-4.65971
33.6	-4.65971	-343.116	-4.33401
33.61	-4.33401	-330.424	-4.04162
33.62	-4.04162	-326.589	-3.78154
33.63	-3.78154	-308.089	-3.55251
33.64	-3.55251	-298.368	-3.35308
33.65	-3.35308	-279.262	-3.18173
33.66	-3.18173	-265.055	-3.03687
33.67	-3.03687	-250.448	-2.91696
33.68	-2.91696	-233.12	-2.8205
33.69	-2.8205	-221.518	-2.7461
33.7	-2.7461	-206.318	-2.69245
33.71	-2.69245	-196.686	-2.65842
33.72	-2.65842	-185.088	-2.64297
33.73	-2.64297	-177.138	-2.64524
33.74	-2.64524	-169.665	-2.66451
33.75	-2.66451	-164.399	-2.70022
33.76	-2.70022	-159.48	-2.75195
33.77	-2.75195	-157.828	-2.81943
33.78	-2.81943	-155.539	-2.90256
33.79	-2.90256	-157.237	-3.00134
33.8	-3.00134	-156.552	-3.11592
33.81	-3.11592	-162.083	-3.24659
33.82	-3.24659	-163.26	-3.39375
33.83	-3.39375	-171.062	-3.55791
33.84	-3.55791	-176.006	-3.73967
33.85	-3.73967	-181.271	-3.93974
33.86	-3.93974	-193.075	-4.1589
33.87	-4.1589	-196.571	-4.39798
33.88	-4.39798	-210.572	-4.65784
33.89	-4.65784	-213.543	-4.93934
33.9	-4.93934	-227.447	-5.24333
33.91	-5.24333	-232.686	-5.57055
33.92	-5.57055	-236.081	-5.92164
33.93	-5.92164	-247.358	-6.29702
33.94	-6.29702	-240.14	-6.69681
33.95	-6.69681	-247.732	-7.1208
33.96	-7.1208	-230.318	-7.56823
33.97	-7.56823	-227.356	-8.03776
33.98	-8.03776	-196.654	-8.52729
33.99	-8.52729	-175.063	-9.03377
34	-9.03377	-131.354	-9.55315
34.01	-9.55315	-73.8589	-10.0801
34.02	-10.0801	-18.3712	-10.6082
34.03	-10.6082	72.2444	-11.1294
34.04	-11.1294	153.565	-11.6344
34.05	-11.6344	269.573	-12.1129
34.06	-12.1129	374.075	-12.5534
34.07	-12.5534	504.704	-12.9438
34.08	-12.9438	618.903	-13.272
34.09	-13.272	739.704	-13.5266
34.1	-13.5266	843.359	-13.6974
34.11	-13.6974	924.86	-13.7759
34.12	-13.7759	982.535	-13.7568
34.13	-13.7568	1007.98	-13.6375
34.14	-13.6375	995.879	-13.4191
34.15	-13.4191	953.421	-13.106
34.16	-13.106	876.395	-12.7058
34.17	-12.7058	766.35	-12.229
34.18	-12.229	651.214	-11.6877
34.19	-11.6877	502.428	-11.0957
34.2	-11.0957	373.408	-10.4669
34.21	-10.4669	220.343	-9.81528
34.22	-9.81528	103.963	-9.15375
34.23	-9.15375	-27.8656	-8.49406
34.24	-8.49406	-117.893	-7.84641
34.25	-7.84641	-208.068	-7.21926
34.26	-7.21926	-280.26	-6.61937
34.27	-6.61937	-320.397	-6.05187
34.28	-6.05187	-368.129	-5.52035
34.29	-5.52035	-378.368	-5.02706
34.3	-5.02706	-400.371	-4.57312
34.31	-4.57312	-391.88	-4.15872
34.32	-4.15872	-394.452	-3.78326
34.33	-3.78326	-375.659	-3.4456
34.34	-3.4456	-362.63	-3.14413
34.35	-3.14413	-345.95	-2.87699
34.36	-2.87699	-319.799	-2.6421
34.37	-2.6421	-304.007	-2.43734
34.38	-2.43734	-276.924	-2.26052
34.39	-2.26052	-260.247	-2.10954
34.4	-2.10954	-236.178	-1.98235
34.41	-1.98235	-219.186	-1.87706
34.42	-1.87706	-201.523	-1.79189
34.43	-1.79189	-184.048	-1.72523
34.44	-1.72523	-171.09	-1.67564
34.45	-1.67564	-157.084	-1.64184
34.46	-1.64184	-146.97	-1.62273
34.47	-1.62273	-137.006	-1.61737
34.48	-1.61737	-129.682	-1.625
34.49	-1.625	-123.607	-1.64501
34.5	-1.64501	-118.97	-1.67693
34.51	-1.67693	-115.35	-1.72045
34.52	-1.72045	-114.742	-1.77541
34.53	-1.77541	-113.172	-1.84178
34.54	-1.84178	-115.743	-1.91966
34.55	-1.91966	-116.084	-2.00927
34.56	-2.00927	-121.768	-2.11097
34.57	-2.11097	-124.405	-2.22524
34.58	-2.22524	-132.298	-2.35267
34.59	-2.35267	-138.734	-2.49397
34.6	-2.49397	-145.247	-2.64996
34.61	-2.64996	-158.244	-2.8216
34.62	-2.8216	-164.476	-3.00992
34.63	-3.00992	-180.482	-3.21608
34.64	-3.21608	-188.473	-3.44133
34.65	-3.44133	-206.026	-3.68701
34.66	-3.68701	-218.566	-3.95453
34.67	-3.95453	-230.54	-4.24536
34.68	-4.24536	-251.409	-4.561
34.69	-4.561	-259.304	-4.90293
34.7	-4.90293	-281.169	-5.27256
34.71	-5.27256	-286.117	-5.6712
34.72	-5.6712	-306.049	-6.09993
34.73	-6.09993	-304.495	-6.55951
34.74	-6.55951	-316.742	-7.05028
34.75	-7.05028	-310.692	-7.57195
34.76	-7.57195	-295.112	-8.12343
34.77	-8.12343	-285.127	-8.70262
34.78	-8.70262	-239.771	-9.30619
34.79	-9.30619	-205.045	-9.92928
34.8	-9.92928	-125.256	-10.5653
34.81	-10.5653	-54.0514	-11.2056
34.82	-11.2056	65.8647	-11.8397
34.83	-11.8397	181.968	-12.4547
34.84	-12.4547	335.52	-13.0359
34.85	-13.0359	502.868	-13.5672
34.86	-13.5672	667.896	-14.031
34.87	-14.031	852.089	-14.4103
34.88	-14.4103	1009.07	-14.6888
34.89	-14.6888	1157.87	-14.8522
34.9	-14.8522	1261.79	-14.89
34.91	-14.89	1327.73	-14.7961
34.92	-14.7961	1335.02	-14.5694
34.93	-14.5694	1296.12	-14.2143
34.94	-14.2143	1192.59	-13.7402
34.95	-13.7402	1062.51	-13.161
34.96	-13.161	876.324	-12.4938
34.97	-12.4938	696.52	-11.7578
34.98	-11.7578	480.242	-10.9729
34.99	-10.9729	297.77	-10.1587
35	-10.1587	109.675	-9.3331
35.01	-9.3331	-58.238	-8.51227
35.02	-8.51227	-178.679	-7.70972
35.03	-7.70972	-305.295	-6.93639
35.04	-6.93639	-371.236	-6.20063
35.05	-6.20063	-446.644	-5.50838
35.06	-5.50838	-468.961	-4.86346
35.07	-4.86346	-501.913	-4.26783
35.08	-4.26783	-494.824	-3.72198
35.09	-3.72198	-492.413	-3.22517
35.1	-3.22517	-478.888	-2.77576
35.11	-2.77576	-446.756	-2.37141
35.12	-2.37141	-427.781	-2.00935
35.13	-2.00935	-388.198	-1.68649
35.14	-1.68649	-363.46	-1.39962
35.15	-1.39962	-324.253	-1.14545
35.16	-1.14545	-295.23	-0.92077
35.17	-0.92077	-264.823	-0.72245
35.18	-0.72245	-231.861	-0.54753
35.19	-0.54753	-207.383	-0.3932
35.2	-0.3932	-177.732	-0.25685
35.21	-0.25685	-157.103	-0.13609
35.22	-0.13609	-132.164	-0.02871
35.23	-0.02871	-114.386	0.06731
35.24	0.06731	-94.1951	0.1538
35.25	0.1538	-78.5122	0.23242
35.26	0.23242	-64.1145	0.30467
35.27	0.30467	-48.9439	0.37192
35.28	0.37192	-38.4964	0.43539
35.29	0.43539	-25.359	0.49622
35.3	0.49622	-17.0345	0.55542
35.31	0.55542	-5.67644	0.61396
35.32	0.61396	1.49637	0.67271
35.33	0.67271	10.9407	0.7325
35.34	0.7325	18.5002	0.79413
35.35	0.79413	25.4953	0.85836
35.36	0.85836	34.0655	0.92593
35.37	0.92593	40.1486	0.99759
35.38	0.99759	49.13	1.07409
35.39	1.07409	55.4175	1.15621
35.4	1.15621	64.5629	1.24473
35.41	1.24473	72.2757	1.34048
35.42	1.34048	80.2756	1.44435
35.43	1.44435	91.5154	1.55727
35.44	1.55727	99.1232	1.68024
35.45	1.68024	112.257	1.81432
35.46	1.81432	121.361	1.96069
35.47	1.96069	136.46	2.12057
35.48	2.12057	146.863	2.29532
35.49	2.29532	164.424	2.48639
35.5	2.48639	178.789	2.69534
35.51	2.69534	193.563	2.92385
35.52	2.92385	215.514	3.17369
35.53	3.17369	229.598	3.44678
35.54	3.44678	255.031	3.74509
35.55	3.74509	269.966	4.07073
35.56	4.07073	297.693	4.42579
35.57	4.42579	312.145	4.81243
35.58	4.81243	339.971	5.23273
35.59	5.23273	356.716	5.68862
35.6	5.68862	369.292	6.1818
35.61	6.1818	392.523	6.71357
35.62	6.71357	387.669	7.28461
35.63	7.28461	400.241	7.89482
35.64	7.89482	375.021	8.54296
35.65	8.54296	360.951	9.22635
35.66	9.22635	311.286	9.94047
35.67	9.94047	238.34	10.6786
35.68	10.6786	159.34	11.4314
35.69	11.4314	20.8159	12.1866
35.7	12.1866	-116.362	12.9288
35.71	12.9288	-318.291	13.6395
35.72	13.6395	-515.726	14.2975
35.73	14.2975	-763.312	14.8797
35.74	14.8797	-993.49	15.3622
35.75	15.3622	-1234.13	15.7219
35.76	15.7219	-1440.5	15.9384
35.77	15.9384	-1598.39	15.9961
35.78	15.9961	-1693.96	15.8856
35.79	15.8856	-1716.12	15.6051
35.8	15.6051	-1648.54	15.1605
35.81	15.1605	-1521.03	14.5655
35.82	14.5655	-1308.71	13.8396
35.83	13.8396	-1076.11	13.0072
35.84	13.0072	-802.125	12.0946
35.85	12.0946	-520.608	11.129
35.86	11.129	-279.938	10.136
35.87	10.136	-26.4557	9.1386
35.88	9.1386	149.316	8.15664
35.89	8.15664	330.505	7.20606
35.9	7.20606	433.448	6.29905
35.91	6.29905	528.565	5.4443
35.92	5.4443	588.969	4.64735
35.93	4.64735	602.246	3.91107
35.94	3.91107	624.578	3.23618
35.95	3.23618	598.805	2.62169
35.96	2.62169	589.275	2.06531
35.97	2.06531	543.945	1.56383
35.98	1.56383	516.677	1.11343
35.99	1.11343	464.912	0.70989
36	0.70989	425.356	0.34882
36.01	0.34882	382.722	0.02578
36.02	0.02578	333.299	-0.26359
36.03	-0.26359	297.166	-0.52351
36.04	-0.52351	251.259	-0.75799
36.05	-0.75799	218.451	-0.97083
36.06	-0.97083	178.41	-1.16556
36.07	-1.16556	149.786	-1.34547
36.08	-1.34547	115.906	-1.5136
36.09	-1.5136	89.3568	-1.67276
36.1	-1.67276	65.0486	-1.82552
36.11	-1.82552	38.0096	-1.97428
36.12	-1.97428	19.447	-2.12124
36.13	-2.12124	-4.40699	-2.26845
36.14	-2.26845	-20.2055	-2.41782
36.15	-2.41782	-40.9545	-2.57115
36.16	-2.57115	-57.0447	-2.73015
36.17	-2.73015	-71.1708	-2.89642
36.18	-2.89642	-90.7293	-3.07155
36.19	-3.07155	-101.393	-3.25703
36.2	-3.25703	-120.553	-3.45434
36.21	-3.45434	-130.54	-3.66493
36.22	-3.66493	-149.387	-3.89021
36.23	-3.89021	-158.247	-4.13156
36.24	-4.13156	-176.442	-4.39034
36.25	-4.39034	-187.468	-4.66784
36.26	-4.66784	-197.271	-4.9653
36.27	-4.9653	-214.402	-5.28385
36.28	-5.28385	-217.516	-5.62449
36.29	-5.62449	-233.293	-5.98802
36.3	-5.98802	-230.742	-6.37499
36.31	-6.37499	-241.477	-6.7856
36.32	-6.7856	-230.822	-7.21964
36.33	-7.21964	-231.272	-7.67634
36.34	-7.67634	-213.863	-8.15426
36.35	-8.15426	-186.86	-8.65113
36.36	-8.65113	-164.526	-9.16373
36.37	-9.16373	-110.324	-9.68773
36.38	-9.68773	-66.3159	-10.2176
36.39	-10.2176	13.7796	-10.7463
36.4	-10.7463	86.8513	-11.2658
36.41	-11.2658	187.245	-11.7663
36.42	-11.7663	299.174	-12.2371
36.43	-12.2371	407.866	-12.6666
36.44	-12.6666	538.755	-13.0427
36.45	-13.0427	651.916	-13.3533
36.46	-13.3533	773.257	-13.5872
36.47	-13.5872	866.597	-13.7345
36.48	-13.7345	947.574	-13.7877
36.49	-13.7877	994.152	-13.7419
36.5	-13.7419	1011.87	-13.5957
36.51	-13.5957	988.573	-13.351
36.52	-13.351	940.327	-13.013
36.53	-13.013	846.715	-12.5904
36.54	-12.5904	745.894	-12.0941
36.55	-12.0941	604.949	-11.5367
36.56	-11.5367	478.008	-10.9323
36.57	-10.9323	322.705	-10.2949
36.58	-10.2949	196.865	-9.63821
36.59	-9.63821	63.1985	-8.97493
36.6	-8.97493	-55.9073	-8.31643
36.61	-8.31643	-141.489	-7.67247
36.62	-7.67247	-235.611	-7.05108
36.63	-7.05108	-284.667	-6.45857
36.64	-6.45857	-344.552	-5.89964
36.65	-5.89964	-365.012	-5.37749
36.66	-5.37749	-389.731	-4.89407
36.67	-4.89407	-400.655	-4.45021
36.68	-4.45021	-391.743	-4.04585
36.69	-4.04585	-392.543	-3.68023
36.7	-3.68023	-371.217	-3.35206
36.71	-3.35206	-361.546	-3.05965
36.72	-3.05965	-335.191	-2.80105
36.73	-2.80105	-319.892	-2.57416
36.74	-2.57416	-293.327	-2.37681
36.75	-2.37681	-274.245	-2.20685
36.76	-2.20685	-253.644	-2.06216
36.77	-2.06216	-230.917	-1.94073
36.78	-1.94073	-215.171	-1.8407
36.79	-1.8407	-194.885	-1.76031
36.8	-1.76031	-181.56	-1.69801
36.81	-1.69801	-165.856	-1.65239
36.82	-1.65239	-154.538	-1.62221
36.83	-1.62221	-143.223	-1.60641
36.84	-1.60641	-134.801	-1.6041
36.85	-1.6041	-127.241	-1.61455
36.86	-1.61455	-121.71	-1.63718
36.87	-1.63718	-117.06	-1.67157
36.88	-1.67157	-114.968	-1.71744
36.89	-1.71744	-112.761	-1.77466
36.9	-1.77466	-113.774	-1.84323
36.91	-1.84323	-114.555	-1.92327
36.92	-1.92327	-116.435	-2.01505
36.93	-2.01505	-122.102	-2.11895
36.94	-2.11895	-124.566	-2.23546
36.95	-2.23546	-133.688	-2.36521
36.96	-2.36521	-137.859	-2.50893
36.97	-2.50893	-149.897	-2.66748
36.98	-2.66748	-155.779	-2.84181
36.99	-2.84181	-169.928	-3.033
37	-3.033	-180.251	-3.24222
37.01	-3.24222	-191.226	-3.47076
37.02	-3.47076	-208.992	-3.71996
37.03	-3.71996	-217.801	-3.99125
37.04	-3.99125	-239.192	-4.28613
37.05	-4.28613	-247.242	-4.60609
37.06	-4.60609	-269.541	-4.95262
37.07	-4.95262	-276.344	-5.32714
37.08	-5.32714	-296.142	-5.73093
37.09	-5.73093	-304.13	-6.16504
37.1	-6.16504	-307.158	-6.63019
37.11	-6.63019	-319.242	-7.12664
37.12	-7.12664	-304.795	-7.654
37.13	-7.654	-304.381	-8.21104
37.14	-8.21104	-270.788	-8.79552
37.15	-8.79552	-245.773	-9.40385
37.16	-9.40385	-190.658	-10.0309
37.17	-10.0309	-116.414	-10.6698
37.18	-10.6698	-39.5896	-11.3117
37.19	-11.3117	84.381	-11.9454
37.2	-11.9454	201.995	-12.558
37.21	-12.558	366.584	-13.1342
37.22	-13.1342	520.69	-13.6577
37.23	-13.6577	707.833	-14.1109
37.24	-14.1109	873.237	-14.4765
37.25	-14.4765	1042.11	-14.7385
37.26	-14.7385	1180	-14.8832
37.27	-14.8832	1281.39	-14.9005
37.28	-14.9005	1335.65	-14.785
37.29	-14.785	1341.33	-14.5365
37.3	-14.5365	1282.23	-14.1603
37.31	-14.1603	1186.67	-13.6666
37.32	-13.6666	1028.91	-13.07
37.33	-13.07	860.731	-12.3881
37.34	-12.3881	659.317	-11.6404
37.35	-11.6404	450.109	-10.8469
37.36	-10.8469	269.427	-10.0271
37.37	-10.0271	72.0138	-9.19882
37.38	-9.19882	-66.8683	-8.3777
37.39	-8.3777	-217.086	-7.57697
37.4	-7.57697	-306.675	-6.80716
37.41	-6.80716	-393.364	-6.07623
37.42	-6.07623	-453.472	-5.38975
37.43	-5.38975	-475.818	-4.75123
37.44	-4.75123	-505.56	-4.16235
37.45	-4.16235	-494.288	-3.62335
37.46	-3.62335	-497.001	-3.13332
37.47	-3.13332	-467.582	-2.69047
37.48	-2.69047	-452.639	-2.29236
